ndex,name,form,regional,type,type2,generation,isLegendary,isMythical,isUltraBeast,family,size,NA_Kanto_Kdex,NA_Johto_Jdex,GenerationIII_Hoenn_Hdex,GenerationVI_Hoenn_Hdex,NA_Sinnoh_Sdex,BlackandWhite_Unova_Udex,Black2andWhite2_Unova_Udex,NA_Blueberry_BBdex,NA_Kalos_CeKdex,NA_Kalos_CoKdex,NA_Kalos_MoKdex,SunandMoon_Alola_Adex,SunandMoon_Alola_Melemele,SunandMoon_Alola_Akala,SunandMoon_Alola_Ula'ula,SunandMoon_Alola_Poni,UltraSunandUltraMoon_Alola_Adex,UltraSunandUltraMoon_Alola_Melemele,UltraSunandUltraMoon_Alola_Akala,UltraSunandUltraMoon_Alola_Ula'ula,UltraSunandUltraMoon_Alola_Poni,NA_Galar_Gdex,NA_IsleofArmor_IoAdex,NA_CrownTundra_CTdex,NA_Hisui_LAdex,NA_Paldea_Pdex,NA_Kitakami_Kdex
88,Grimer,NA,Alolan Form,Poison,Dark,1,FALSE,FALSE,FALSE,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,28,NA,57,57,NA,28,NA,NA,NA,NA,NA,NA,NA
89,Muk,NA,NA,Poison,NA,1,FALSE,FALSE,FALSE,NA,NA,89,118,107,112,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA
89,Muk,NA,Alolan Form,Poison,Dark,1,FALSE,FALSE,FALSE,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,NA,29,NA,58,58,NA,29,NA,NA,NA,NA,NA,NA,NA
90,Shellder,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,90,171,260,NA,NA,NA,NA,NA,NA,36,NA,115,115,NA,NA,NA,138,138,NA,NA,NA,150,131,NA,NA,329,NA
91,Cloyster,NA,NA,Water,Ice,1,FALSE,FALSE,FALSE,NA,NA,91,172,261,NA,NA,NA,NA,NA,NA,37,NA,116,116,NA,NA,NA,139,139,NA,NA,NA,151,132,NA,NA,330,NA
92,Gastly,NA,NA,Ghost,Poison,1,FALSE,FALSE,FALSE,NA,NA,92,58,262,NA,69,NA,NA,NA,NA,NA,30,61,61,23,32,NA,73,73,23,32,NA,141,NA,NA,136,68,118
93,Haunter,NA,NA,Ghost,Poison,1,FALSE,FALSE,FALSE,NA,NA,93,59,263,NA,70,NA,NA,NA,NA,NA,31,62,62,24,33,NA,74,74,24,33,NA,142,NA,NA,137,69,119
94,Gengar,NA,NA,Ghost,Poison,1,FALSE,FALSE,FALSE,NA,NA,94,60,264,NA,71,NA,NA,NA,NA,NA,32,63,63,25,34,NA,75,75,25,34,NA,143,NA,NA,138,70,120
95,Onix,NA,NA,Rock,Ground,1,FALSE,FALSE,FALSE,NA,NA,95,62,265,NA,34,NA,71,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,118,NA,NA
96,Drowzee,NA,NA,Psychic,NA,1,FALSE,FALSE,FALSE,NA,NA,96,87,266,NA,NA,NA,NA,NA,NA,NA,NA,54,54,NA,NA,13,66,66,NA,NA,20,NA,NA,NA,NA,66,NA
97,Hypno,NA,NA,Psychic,NA,1,FALSE,FALSE,FALSE,NA,NA,97,88,267,NA,NA,NA,NA,NA,NA,NA,NA,55,55,NA,NA,14,67,67,NA,NA,21,NA,NA,NA,NA,67,NA
98,Krabby,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,98,166,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,38,NA,NA,NA,NA
99,Kingler,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,99,167,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,39,NA,NA,NA,NA
100,Voltorb,NA,NA,Electric,NA,1,FALSE,FALSE,FALSE,NA,NA,100,121,84,87,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA
100,Voltorb,NA,Hisuian Form,Electric,Grass,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA
101,Electrode,NA,NA,Electric,NA,1,FALSE,FALSE,FALSE,NA,NA,101,122,85,88,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA
101,Electrode,NA,Hisuian Form,Electric,Grass,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,NA
102,Exeggcute,NA,NA,Grass,Psychic,1,FALSE,FALSE,FALSE,NA,NA,102,105,270,NA,NA,NA,NA,3,NA,136,NA,269,NA,NA,NA,84,355,NA,NA,NA,102,NA,205,NA,NA,NA,NA
103,Exeggutor,NA,NA,Grass,Psychic,1,FALSE,FALSE,FALSE,NA,NA,103,106,271,NA,NA,NA,NA,4,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,NA,NA
103,Exeggutor,NA,Alolan Form,Grass,Dragon,1,FALSE,FALSE,FALSE,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,85,356,NA,NA,NA,103,NA,206,NA,NA,NA,NA
104,Cubone,NA,NA,Ground,NA,1,FALSE,FALSE,FALSE,NA,NA,104,208,272,NA,NA,NA,NA,NA,NA,60,NA,163,NA,90,NA,NA,197,NA,98,NA,NA,NA,170,NA,NA,NA,NA
105,Marowak,NA,NA,Ground,NA,1,FALSE,FALSE,FALSE,NA,NA,105,209,273,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA
105,Marowak,NA,Alolan Form,Fire,Ghost,1,FALSE,FALSE,FALSE,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,91,NA,NA,198,NA,99,NA,NA,NA,171,NA,NA,NA,NA
106,Hitmonlee,NA,NA,Fighting,NA,1,FALSE,FALSE,FALSE,NA,NA,106,146,274,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
107,Hitmonchan,NA,NA,Fighting,NA,1,FALSE,FALSE,FALSE,NA,NA,107,147,275,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
108,Lickitung,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,108,180,276,NA,161,NA,284,NA,NA,NA,134,NA,NA,NA,NA,NA,375,NA,NA,NA,122,NA,54,NA,125,NA,NA
109,Koffing,NA,NA,Poison,NA,1,FALSE,FALSE,FALSE,NA,NA,109,115,108,113,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,135
110,Weezing,NA,NA,Poison,NA,1,FALSE,FALSE,FALSE,NA,NA,110,116,109,114,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,136
110,Weezing,NA,Galarian Form,Poison,Fairy,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA
111,Rhyhorn,NA,NA,Ground,Rock,1,FALSE,FALSE,FALSE,NA,NA,111,211,169,176,186,NA,NA,5,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,183,NA,120,NA,NA
112,Rhydon,NA,NA,Ground,Rock,1,FALSE,FALSE,FALSE,NA,NA,112,212,170,177,187,NA,NA,6,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,184,NA,121,NA,NA
113,Chansey,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,113,222,277,NA,97,NA,NA,17,NA,NA,NA,33,33,17,16,9,40,40,17,16,16,NA,7,NA,87,44,NA
114,Tangela,NA,NA,Grass,NA,1,FALSE,FALSE,FALSE,NA,NA,114,182,278,NA,181,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,95,NA,NA
115,Kangaskhan,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,115,210,279,NA,NA,NA,NA,NA,NA,62,NA,165,NA,92,NA,NA,199,NA,100,NA,NA,NA,172,NA,NA,NA,NA
116,Horsea,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,116,190,184,193,NA,NA,NA,52,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA
117,Seadra,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,117,191,185,194,NA,NA,NA,53,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA
118,Goldeen,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,118,78,50,51,78,NA,NA,NA,53,NA,NA,153,NA,80,72,NA,186,NA,87,78,NA,146,94,NA,NA,NA,NA
119,Seaking,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,119,79,51,52,79,NA,NA,NA,54,NA,NA,154,NA,81,73,NA,187,NA,88,79,NA,147,95,NA,NA,NA,NA
120,Staryu,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,120,169,143,148,NA,NA,238,NA,NA,34,NA,184,NA,111,NA,NA,223,NA,124,NA,NA,NA,98,NA,NA,NA,NA
121,Starmie,NA,NA,Water,Psychic,1,FALSE,FALSE,FALSE,NA,NA,121,170,144,149,NA,NA,239,NA,NA,35,NA,185,NA,112,NA,NA,224,NA,125,NA,NA,NA,99,NA,NA,NA,NA
122,Mr. Mime,NA,NA,Psychic,Fairy,1,FALSE,FALSE,FALSE,NA,NA,122,NA,NA,NA,95,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,365,NA,11,77,NA,NA
122,Mr. Mime,NA,Galarian Form,Ice,Psychic,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,11,NA,NA,NA
123,Scyther,NA,NA,Bug,Flying,1,FALSE,FALSE,FALSE,NA,NA,123,111,281,NA,195,NA,NA,19,NA,NA,136,275,NA,NA,NA,90,365,NA,NA,NA,112,NA,118,NA,72,260,NA
124,Jynx,NA,NA,Ice,Psychic,1,FALSE,FALSE,FALSE,NA,NA,124,155,282,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,110,110,NA,NA,NA,NA,NA,14,NA,NA,NA
125,Electabuzz,NA,NA,Electric,NA,1,FALSE,FALSE,FALSE,NA,NA,125,157,283,NA,198,NA,57,11,NA,NA,NA,227,NA,NA,99,NA,296,NA,NA,117,NA,NA,NA,16,183,NA,NA
126,Magmar,NA,NA,Fire,NA,1,FALSE,FALSE,FALSE,NA,NA,126,153,284,NA,201,NA,54,14,NA,NA,NA,167,NA,94,NA,NA,201,NA,102,NA,NA,NA,NA,19,175,NA,NA
127,Pinsir,NA,NA,Bug,NA,1,FALSE,FALSE,FALSE,NA,NA,127,113,167,174,NA,NA,146,NA,NA,130,NA,175,NA,102,NA,65,211,NA,112,NA,78,NA,120,NA,NA,NA,NA
128,Tauros,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,128,150,285,NA,NA,NA,NA,22,NA,125,NA,137,NA,64,NA,61,170,NA,71,NA,73,NA,116,NA,NA,NA,NA
128,Tauros,Combat Breed,Paldean Form,Fighting,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Tauros,Blaze Breed,Paldean Form,Fighting,Fire,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Tauros,Aqua Breed,Paldean Form,Fighting,Water,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Magikarp,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,129,76,52,53,23,NA,NA,NA,49,NA,NA,91,91,34,51,41,111,111,34,54,53,144,42,62,80,134,43
130,Gyarados,NA,NA,Water,Flying,1,FALSE,FALSE,FALSE,NA,NA,130,77,53,54,24,NA,NA,NA,50,NA,NA,92,92,35,52,42,112,112,35,55,54,145,43,63,81,135,44
131,Lapras,NA,NA,Water,Ice,1,FALSE,FALSE,FALSE,NA,NA,131,224,286,NA,NA,NA,242,145,NA,150,NA,268,NA,NA,NA,83,353,NA,NA,NA,100,361,NA,190,NA,NA,NA
132,Ditto,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,132,92,287,NA,NA,NA,261,NA,NA,NA,138,209,NA,NA,81,NA,271,NA,NA,92,NA,373,207,NA,NA,212,NA
133,Eevee,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,133,184,288,NA,163,NA,91,NA,NA,77,NA,123,NA,50,NA,NA,153,NA,54,NA,NA,196,NA,74,25,179,NA
134,Vaporeon,NA,NA,Water,NA,1,FALSE,FALSE,FALSE,NA,NA,134,185,289,NA,164,NA,92,NA,NA,78,NA,124,NA,51,NA,NA,154,NA,55,NA,NA,197,NA,75,26,180,NA
135,Jolteon,NA,NA,Electric,NA,1,FALSE,FALSE,FALSE,NA,NA,135,186,290,NA,165,NA,93,NA,NA,79,NA,125,NA,52,NA,NA,155,NA,56,NA,NA,198,NA,76,27,181,NA
136,Flareon,NA,NA,Fire,NA,1,FALSE,FALSE,FALSE,NA,NA,136,187,291,NA,166,NA,94,NA,NA,80,NA,126,NA,53,NA,NA,156,NA,57,NA,NA,199,NA,77,28,182,NA
137,Porygon,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,137,220,292,NA,192,NA,NA,129,NA,NA,NA,217,NA,NA,89,NA,281,NA,NA,102,NA,NA,208,NA,133,NA,NA
138,Omanyte,NA,NA,Rock,Water,1,FALSE,FALSE,FALSE,NA,NA,138,225,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,128,NA,NA,NA,NA,123,NA,NA,NA
139,Omastar,NA,NA,Rock,Water,1,FALSE,FALSE,FALSE,NA,NA,139,226,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,129,NA,NA,NA,NA,124,NA,NA,NA
140,Kabuto,NA,NA,Rock,Water,1,FALSE,FALSE,FALSE,NA,NA,140,227,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,130,NA,NA,NA,NA,125,NA,NA,NA
141,Kabutops,NA,NA,Rock,Water,1,FALSE,FALSE,FALSE,NA,NA,141,228,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,131,NA,NA,NA,NA,126,NA,NA,NA
142,Aerodactyl,NA,NA,Rock,Flying,1,FALSE,FALSE,FALSE,NA,NA,142,229,297,NA,NA,NA,NA,NA,NA,68,NA,284,NA,NA,NA,99,382,NA,NA,NA,129,NA,NA,127,NA,NA,NA
143,Snorlax,NA,NA,Normal,NA,1,FALSE,FALSE,FALSE,NA,NA,143,230,298,NA,113,NA,NA,NA,139,NA,NA,36,36,NA,NA,NA,43,43,NA,NA,NA,261,NA,173,52,NA,103
144,Articuno,NA,NA,Ice,Flying,1,TRUE,FALSE,FALSE,Legendary birds,trios,144,240,299,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA
144,Articuno,NA,Galarian Form,Psychic,Flying,1,TRUE,FALSE,FALSE,Legendary birds,trios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA
145,Zapdos,NA,NA,Electric,Flying,1,TRUE,FALSE,FALSE,Legendary birds,trios,145,241,300,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA
145,Zapdos,NA,Galarian Form,Fighting,Flying,1,TRUE,FALSE,FALSE,Legendary birds,trios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA
146,Moltres,NA,NA,Fire,Flying,1,TRUE,FALSE,FALSE,Legendary birds,trios,146,242,301,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA
146,Moltres,NA,Galarian Form,Dark,Flying,1,TRUE,FALSE,FALSE,Legendary birds,trios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA
147,Dratini,NA,NA,Dragon,NA,1,FALSE,FALSE,FALSE,NA,NA,147,246,302,NA,NA,NA,NA,NA,NA,NA,145,281,NA,NA,NA,96,379,NA,NA,NA,126,NA,NA,194,NA,347,NA
148,Dragonair,NA,NA,Dragon,NA,1,FALSE,FALSE,FALSE,NA,NA,148,247,303,NA,NA,NA,NA,NA,NA,NA,146,282,NA,NA,NA,97,380,NA,NA,NA,127,NA,NA,195,NA,348,NA
149,Dragonite,NA,NA,Dragon,Flying,1,FALSE,FALSE,FALSE,NA,NA,149,248,304,NA,NA,NA,NA,NA,NA,NA,147,283,NA,NA,NA,98,381,NA,NA,NA,128,NA,NA,196,NA,349,NA
150,Mewtwo,NA,NA,Psychic,NA,1,TRUE,FALSE,FALSE,Mew duo,duos,150,254,305,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Mew,NA,NA,Psychic,NA,1,FALSE,TRUE,FALSE,Mew duo,duos,151,255,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Chikorita,NA,NA,Grass,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,1,307,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Bayleef,NA,NA,Grass,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,2,308,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Meganium,NA,NA,Grass,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,3,309,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,Cyndaquil,NA,NA,Fire,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,4,310,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
156,Quilava,NA,NA,Fire,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,5,311,NA,NA,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
157,Typhlosion,NA,NA,Fire,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,6,312,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Typhlosion,NA,Hisuian Form,Fire,Ghost,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
158,Totodile,NA,NA,Water,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,7,313,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Croconaw,NA,NA,Water,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,8,314,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,Feraligatr,NA,NA,Water,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,9,315,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Sentret,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,19,316,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
162,Furret,NA,NA,Normal,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,20,317,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
163,Hoothoot,NA,NA,Normal,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,15,318,NA,106,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,212,NA,113,NA,NA,19,NA,NA,NA,NA,45
164,Noctowl,NA,NA,Normal,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,16,319,NA,107,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,213,NA,114,NA,NA,20,NA,NA,NA,NA,46
165,Ledyba,NA,NA,Bug,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,30,320,NA,NA,NA,NA,NA,74,NA,NA,20,20,NA,8,NA,20,20,NA,8,NA,NA,NA,NA,NA,NA,NA
166,Ledian,NA,NA,Bug,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,31,321,NA,NA,NA,NA,NA,75,NA,NA,21,21,NA,9,NA,21,21,NA,9,NA,NA,NA,NA,NA,NA,NA
167,Spinarak,NA,NA,Bug,Poison,2,FALSE,FALSE,FALSE,NA,NA,NA,32,322,NA,NA,NA,NA,NA,NA,NA,107,22,22,NA,10,NA,22,22,NA,10,NA,NA,NA,NA,NA,NA,1
168,Ariados,NA,NA,Bug,Poison,2,FALSE,FALSE,FALSE,NA,NA,NA,33,323,NA,NA,NA,NA,NA,NA,NA,108,23,23,NA,11,NA,23,23,NA,11,NA,NA,NA,NA,NA,NA,2
169,Crobat,NA,NA,Poison,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,39,65,67,30,NA,63,NA,147,NA,NA,70,70,28,37,21,82,82,28,37,28,NA,NA,146,36,NA,NA
170,Chinchou,NA,NA,Water,Electric,2,FALSE,FALSE,FALSE,NA,NA,NA,176,181,190,NA,NA,NA,78,NA,147,NA,201,NA,128,NA,NA,257,NA,158,NA,NA,220,188,NA,NA,NA,NA
171,Lanturn,NA,NA,Water,Electric,2,FALSE,FALSE,FALSE,NA,NA,NA,177,182,191,NA,NA,NA,79,NA,148,NA,202,NA,129,NA,NA,258,NA,159,NA,NA,221,189,NA,NA,NA,NA
172,Pichu,NA,NA,Electric,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,21,155,162,103,NA,NA,NA,35,NA,NA,24,24,NA,NA,NA,31,31,NA,NA,NA,193,84,NA,55,73,20
173,Cleffa,NA,NA,Fairy,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,210,NA,NA,82,NA,272,NA,NA,93,NA,254,NA,43,199,NA,151
174,Igglybuff,NA,NA,Normal,Fairy,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,119,134,NA,61,NA,NA,167,NA,68,NA,NA,NA,11,NA,NA,59,NA
175,Togepi,NA,NA,Fairy,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,127,NA,NA
176,Togetic,NA,NA,Fairy,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,128,NA,NA
177,Natu,NA,NA,Psychic,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,161,162,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,153,NA,NA,92,NA,NA,NA,NA,NA
178,Xatu,NA,NA,Psychic,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,162,163,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,154,NA,NA,93,NA,NA,NA,NA,NA
179,Mareep,NA,NA,Electric,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,53,327,NA,NA,NA,25,NA,NA,127,NA,NA,NA,NA,NA,NA,162,NA,63,NA,NA,NA,NA,NA,NA,101,NA
180,Flaaffy,NA,NA,Electric,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,54,328,NA,NA,NA,26,NA,NA,128,NA,NA,NA,NA,NA,NA,163,NA,64,NA,NA,NA,NA,NA,NA,102,NA
181,Ampharos,NA,NA,Electric,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,55,329,NA,NA,NA,27,NA,NA,129,NA,NA,NA,NA,NA,NA,164,NA,65,NA,NA,NA,NA,NA,NA,103,NA
182,Bellossom,NA,NA,Grass,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,86,91,94,NA,NA,NA,65,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
183,Marill,NA,NA,Water,Fairy,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,56,125,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,47,NA
184,Azumarill,NA,NA,Water,Fairy,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,57,126,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,48,NA
185,Sudowoodo,NA,NA,Rock,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,107,330,NA,93,NA,NA,NA,NA,NA,130,31,31,15,NA,NA,38,38,15,NA,NA,253,NA,NA,124,88,84
186,Politoed,NA,NA,Water,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,75,331,NA,NA,NA,NA,NA,NA,NA,36,152,NA,79,71,NA,185,NA,86,77,NA,NA,145,NA,NA,NA,42
187,Hoppip,NA,NA,Grass,Flying,2,FALSE,FALSE,FALSE,NA,NA,NA,67,332,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
