"ndex","name","form","regional","Gen","MegaOrPrimal","Mega","Exp","note","HP","Attack","Defense","SpAttack","SpDefense","Speed","TotalEVs"
386,"Deoxys","Attack Forme",NA,"IV",NA,NA,215,NA,0,2,0,1,0,0,3
386,"Deoxys","Defense Forme",NA,"IV",NA,NA,215,NA,0,0,2,0,1,0,3
386,"Deoxys","Defense Forme",NA,"IV",NA,NA,215,NA,0,0,2,0,1,0,3
386,"Deoxys","Defense Forme",NA,"IV",NA,NA,215,NA,0,0,2,0,1,0,3
386,"Deoxys","Defense Forme",NA,"IV",NA,NA,215,NA,0,0,2,0,1,0,3
386,"Deoxys","Speed Forme",NA,"IV",NA,NA,215,NA,0,0,0,0,0,3,3
386,"Deoxys","Speed Forme",NA,"IV",NA,NA,215,NA,0,0,0,0,0,3,3
386,"Deoxys","Speed Forme",NA,"IV",NA,NA,215,NA,0,0,0,0,0,3,3
386,"Deoxys","Speed Forme",NA,"IV",NA,NA,215,NA,0,0,0,0,0,3,3
387,"Turtwig",NA,NA,"IV",NA,NA,64,NA,0,1,0,0,0,0,1
388,"Grotle",NA,NA,"IV",NA,NA,141,NA,0,1,1,0,0,0,2
389,"Torterra",NA,NA,"IV",NA,NA,208,NA,0,2,1,0,0,0,3
390,"Chimchar",NA,NA,"IV",NA,NA,65,NA,0,0,0,0,0,1,1
391,"Monferno",NA,NA,"IV",NA,NA,142,NA,0,0,0,1,0,1,2
392,"Infernape",NA,NA,"IV",NA,NA,209,NA,0,1,0,1,0,1,3
393,"Piplup",NA,NA,"IV",NA,NA,66,NA,0,0,0,1,0,0,1
394,"Prinplup",NA,NA,"IV",NA,NA,143,NA,0,0,0,2,0,0,2
395,"Empoleon",NA,NA,"IV",NA,NA,210,NA,0,0,0,3,0,0,3
396,"Starly",NA,NA,"IV",NA,NA,56,NA,0,0,0,0,0,1,1
397,"Staravia",NA,NA,"IV",NA,NA,113,NA,0,0,0,0,0,2,2
398,"Staraptor",NA,NA,"IV",NA,NA,172,NA,0,3,0,0,0,0,3
399,"Bidoof",NA,NA,"IV",NA,NA,58,NA,1,0,0,0,0,0,1
400,"Bibarel",NA,NA,"IV",NA,NA,116,NA,0,2,0,0,0,0,2
401,"Kricketot",NA,NA,"IV",NA,NA,54,NA,0,0,1,0,0,0,1
402,"Kricketune",NA,NA,"IV",NA,NA,159,NA,0,2,0,0,0,0,2
403,"Shinx",NA,NA,"IV",NA,NA,60,NA,0,1,0,0,0,0,1
404,"Luxio",NA,NA,"IV",NA,NA,117,NA,0,2,0,0,0,0,2
405,"Luxray",NA,NA,"IV",NA,NA,194,NA,0,3,0,0,0,0,3
406,"Budew",NA,NA,"IV",NA,NA,68,NA,0,0,0,1,0,0,1
407,"Roserade",NA,NA,"IV",NA,NA,204,NA,0,0,0,3,0,0,3
408,"Cranidos",NA,NA,"IV",NA,NA,99,NA,0,1,0,0,0,0,1
409,"Rampardos",NA,NA,"IV",NA,NA,199,NA,0,2,0,0,0,0,2
410,"Shieldon",NA,NA,"IV",NA,NA,99,NA,0,0,1,0,0,0,1
411,"Bastiodon",NA,NA,"IV",NA,NA,199,NA,0,0,2,0,0,0,2
412,"Burmy",NA,NA,"IV",NA,NA,61,NA,0,0,0,0,1,0,1
412,"Burmy",NA,NA,"IV",NA,NA,61,NA,0,0,0,0,1,0,1
412,"Burmy",NA,NA,"IV",NA,NA,61,NA,0,0,0,0,1,0,1
413,"Wormadam","Plant Cloak",NA,"IV",NA,NA,159,NA,0,0,0,0,2,0,2
413,"Wormadam","Plant Cloak",NA,"IV",NA,NA,159,NA,0,0,0,0,2,0,2
413,"Wormadam","Plant Cloak",NA,"IV",NA,NA,159,NA,0,0,0,0,2,0,2
413,"Wormadam","Sandy Cloak",NA,"IV",NA,NA,159,NA,0,0,2,0,0,0,2
413,"Wormadam","Sandy Cloak",NA,"IV",NA,NA,159,NA,0,0,2,0,0,0,2
413,"Wormadam","Sandy Cloak",NA,"IV",NA,NA,159,NA,0,0,2,0,0,0,2
413,"Wormadam","Trash Cloak",NA,"IV",NA,NA,159,NA,0,0,1,0,1,0,2
413,"Wormadam","Trash Cloak",NA,"IV",NA,NA,159,NA,0,0,1,0,1,0,2
413,"Wormadam","Trash Cloak",NA,"IV",NA,NA,159,NA,0,0,1,0,1,0,2
414,"Mothim",NA,NA,"IV",NA,NA,159,NA,0,1,0,1,0,0,2
415,"Combee",NA,NA,"IV",NA,NA,63,NA,0,0,0,0,0,1,1
416,"Vespiquen",NA,NA,"IV",NA,NA,188,NA,0,0,1,0,1,0,2
417,"Pachirisu",NA,NA,"IV",NA,NA,120,NA,0,0,0,0,0,1,1
418,"Buizel",NA,NA,"IV",NA,NA,75,NA,0,0,0,0,0,1,1
419,"Floatzel",NA,NA,"IV",NA,NA,178,NA,0,0,0,0,0,2,2
420,"Cherubi",NA,NA,"IV",NA,NA,68,NA,0,0,0,1,0,0,1
421,"Cherrim",NA,NA,"IV",NA,NA,133,NA,0,0,0,2,0,0,2
421,"Cherrim",NA,NA,"IV",NA,NA,133,NA,0,0,0,2,0,0,2
422,"Shellos",NA,NA,"IV",NA,NA,73,NA,1,0,0,0,0,0,1
422,"Shellos",NA,NA,"IV",NA,NA,73,NA,1,0,0,0,0,0,1
423,"Gastrodon",NA,NA,"IV",NA,NA,176,NA,2,0,0,0,0,0,2
423,"Gastrodon",NA,NA,"IV",NA,NA,176,NA,2,0,0,0,0,0,2
424,"Ambipom",NA,NA,"IV",NA,NA,186,NA,0,0,0,0,0,2,2
425,"Drifloon",NA,NA,"IV",NA,NA,127,NA,1,0,0,0,0,0,1
426,"Drifblim",NA,NA,"IV",NA,NA,204,NA,2,0,0,0,0,0,2
427,"Buneary",NA,NA,"IV",NA,NA,84,NA,0,0,0,0,0,1,1
428,"Lopunny",NA,NA,"IV",NA,NA,178,NA,0,0,0,0,0,2,2
429,"Mismagius",NA,NA,"IV",NA,NA,187,NA,0,0,0,1,1,0,2
430,"Honchkrow",NA,NA,"IV",NA,NA,187,NA,0,2,0,0,0,0,2
431,"Glameow",NA,NA,"IV",NA,NA,71,NA,0,0,0,0,0,1,1
432,"Purugly",NA,NA,"IV",NA,NA,183,NA,0,0,0,0,0,2,2
433,"Chingling",NA,NA,"IV",NA,NA,74,NA,0,0,0,1,0,0,1
434,"Stunky",NA,NA,"IV",NA,NA,79,NA,0,0,0,0,0,1,1
435,"Skuntank",NA,NA,"IV",NA,NA,209,NA,2,0,0,0,0,0,2
436,"Bronzor",NA,NA,"IV",NA,NA,72,NA,0,0,1,0,0,0,1
437,"Bronzong",NA,NA,"IV",NA,NA,188,NA,0,0,1,0,1,0,2
438,"Bonsly",NA,NA,"IV",NA,NA,68,NA,0,0,1,0,0,0,1
439,"Mime Jr.",NA,NA,"IV",NA,NA,78,NA,0,0,0,0,1,0,1
440,"Happiny",NA,NA,"IV",NA,NA,255,NA,1,0,0,0,0,0,1
441,"Chatot",NA,NA,"IV",NA,NA,107,NA,0,1,0,0,0,0,1
442,"Spiritomb",NA,NA,"IV",NA,NA,168,NA,0,0,1,0,1,0,2
443,"Gible",NA,NA,"IV",NA,NA,67,NA,0,1,0,0,0,0,1
444,"Gabite",NA,NA,"IV",NA,NA,144,NA,0,2,0,0,0,0,2
445,"Garchomp",NA,NA,"IV",NA,NA,218,NA,0,3,0,0,0,0,3
446,"Munchlax",NA,NA,"IV",NA,NA,94,NA,1,0,0,0,0,0,1
447,"Riolu",NA,NA,"IV",NA,NA,72,NA,0,1,0,0,0,0,1
448,"Lucario",NA,NA,"IV",NA,NA,204,NA,0,1,0,1,0,0,2
449,"Hippopotas",NA,NA,"IV",NA,NA,95,NA,0,0,1,0,0,0,1
450,"Hippowdon",NA,NA,"IV",NA,NA,198,NA,0,0,2,0,0,0,2
451,"Skorupi",NA,NA,"IV",NA,NA,114,NA,0,0,1,0,0,0,1
452,"Drapion",NA,NA,"IV",NA,NA,204,NA,0,0,2,0,0,0,2
453,"Croagunk",NA,NA,"IV",NA,NA,83,NA,0,1,0,0,0,0,1
454,"Toxicroak",NA,NA,"IV",NA,NA,181,NA,0,2,0,0,0,0,2
455,"Carnivine",NA,NA,"IV",NA,NA,164,NA,0,2,0,0,0,0,2
456,"Finneon",NA,NA,"IV",NA,NA,90,NA,0,0,0,0,0,1,1
457,"Lumineon",NA,NA,"IV",NA,NA,156,NA,0,0,0,0,0,2,2
458,"Mantyke",NA,NA,"IV",NA,NA,108,NA,0,0,0,0,1,0,1
459,"Snover",NA,NA,"IV",NA,NA,131,NA,0,1,0,0,0,0,1
460,"Abomasnow",NA,NA,"IV",NA,NA,214,NA,0,1,0,1,0,0,2
461,"Weavile",NA,NA,"IV",NA,NA,199,NA,0,1,0,0,0,1,2
462,"Magnezone",NA,NA,"IV",NA,NA,211,NA,0,0,0,3,0,0,3
463,"Lickilicky",NA,NA,"IV",NA,NA,193,NA,3,0,0,0,0,0,3
464,"Rhyperior",NA,NA,"IV",NA,NA,217,NA,0,3,0,0,0,0,3
465,"Tangrowth",NA,NA,"IV",NA,NA,211,NA,0,0,2,0,0,0,2
466,"Electivire",NA,NA,"IV",NA,NA,199,NA,0,3,0,0,0,0,3
467,"Magmortar",NA,NA,"IV",NA,NA,199,NA,0,0,0,3,0,0,3
468,"Togekiss",NA,NA,"IV",NA,NA,220,NA,0,0,0,2,1,0,3
469,"Yanmega",NA,NA,"IV",NA,NA,198,NA,0,2,0,0,0,0,2
470,"Leafeon",NA,NA,"IV",NA,NA,196,NA,0,0,2,0,0,0,2
471,"Glaceon",NA,NA,"IV",NA,NA,196,NA,0,0,0,2,0,0,2
472,"Gliscor",NA,NA,"IV",NA,NA,192,NA,0,0,2,0,0,0,2
473,"Mamoswine",NA,NA,"IV",NA,NA,207,NA,0,3,0,0,0,0,3
474,"Porygon-Z",NA,NA,"IV",NA,NA,185,NA,0,0,0,3,0,0,3
475,"Gallade",NA,NA,"IV",NA,NA,208,NA,0,3,0,0,0,0,3
476,"Probopass",NA,NA,"IV",NA,NA,198,NA,0,0,1,0,2,0,3
477,"Dusknoir",NA,NA,"IV",NA,NA,210,NA,0,0,1,0,2,0,3
478,"Froslass",NA,NA,"IV",NA,NA,187,NA,0,0,0,0,0,2,2
479,"Rotom",NA,NA,"IV",NA,NA,132,NA,0,0,0,1,0,1,2
479,"Rotom",NA,NA,"IV",NA,NA,132,NA,0,0,0,1,0,1,2
479,"Rotom",NA,NA,"IV",NA,NA,132,NA,0,0,0,1,0,1,2
479,"Rotom",NA,NA,"IV",NA,NA,132,NA,0,0,0,1,0,1,2
479,"Rotom",NA,NA,"IV",NA,NA,132,NA,0,0,0,1,0,1,2
479,"Rotom",NA,NA,"IV",NA,NA,132,NA,0,0,0,1,0,1,2
480,"Uxie",NA,NA,"IV",NA,NA,210,NA,0,0,2,0,1,0,3
481,"Mesprit",NA,NA,"IV",NA,NA,210,NA,0,1,0,1,1,0,3
482,"Azelf",NA,NA,"IV",NA,NA,210,NA,0,2,0,1,0,0,3
483,"Dialga",NA,NA,"IV",NA,NA,220,NA,0,0,0,3,0,0,3
483,"Dialga",NA,NA,"IV",NA,NA,220,NA,0,0,0,3,0,0,3
484,"Palkia",NA,NA,"IV",NA,NA,220,NA,0,0,0,3,0,0,3
484,"Palkia",NA,NA,"IV",NA,NA,220,NA,0,0,0,3,0,0,3
485,"Heatran",NA,NA,"IV",NA,NA,215,NA,0,0,0,3,0,0,3
486,"Regigigas",NA,NA,"IV",NA,NA,220,NA,0,3,0,0,0,0,3
487,"Giratina",NA,NA,"IV",NA,NA,220,NA,3,0,0,0,0,0,3
487,"Giratina",NA,NA,"IV",NA,NA,220,NA,3,0,0,0,0,0,3
488,"Cresselia",NA,NA,"IV",NA,NA,210,NA,0,0,0,0,3,0,3
489,"Phione",NA,NA,"IV",NA,NA,165,NA,1,0,0,0,0,0,1
490,"Manaphy",NA,NA,"IV",NA,NA,215,NA,3,0,0,0,0,0,3
491,"Darkrai",NA,NA,"IV",NA,NA,210,NA,0,0,0,2,0,1,3
492,"Shaymin",NA,NA,"IV",NA,NA,64,NA,3,0,0,0,0,0,3
492,"Shaymin",NA,NA,"IV",NA,NA,64,NA,3,0,0,0,0,0,3
493,"Arceus",NA,NA,"IV",NA,NA,255,NA,3,0,0,0,0,0,3
1,"Bulbasaur",NA,NA,"VII",NA,NA,64,NA,0,0,0,1,0,0,1
2,"Ivysaur",NA,NA,"VII",NA,NA,142,NA,0,0,0,1,1,0,2
3,"Venusaur",NA,NA,"VII",NA,NA,236,NA,0,0,0,2,1,0,3
3,"Venusaur",NA,NA,"VII","Mega","Mega Venusaur",281,NA,0,0,0,2,1,0,3
4,"Charmander",NA,NA,"VII",NA,NA,62,NA,0,0,0,0,0,1,1
5,"Charmeleon",NA,NA,"VII",NA,NA,142,NA,0,0,0,1,0,1,2
6,"Charizard",NA,NA,"VII",NA,NA,240,NA,0,0,0,3,0,0,3
6,"Charizard",NA,NA,"VII","Mega","Mega Charizard X",285,NA,0,0,0,3,0,0,3
6,"Charizard",NA,NA,"VII","Mega","Mega Charizard Y",285,NA,0,0,0,3,0,0,3
7,"Squirtle",NA,NA,"VII",NA,NA,63,NA,0,0,1,0,0,0,1
8,"Wartortle",NA,NA,"VII",NA,NA,142,NA,0,0,1,0,1,0,2
9,"Blastoise",NA,NA,"VII",NA,NA,239,NA,0,0,0,0,3,0,3
9,"Blastoise",NA,NA,"VII","Mega","Mega Blastoise",284,NA,0,0,0,0,3,0,3
10,"Caterpie",NA,NA,"VII",NA,NA,39,NA,1,0,0,0,0,0,1
11,"Metapod",NA,NA,"VII",NA,NA,72,NA,0,0,2,0,0,0,2
12,"Butterfree",NA,NA,"VII",NA,NA,178,NA,0,0,0,2,1,0,3
13,"Weedle",NA,NA,"VII",NA,NA,39,NA,0,0,0,0,0,1,1
14,"Kakuna",NA,NA,"VII",NA,NA,72,NA,0,0,2,0,0,0,2
15,"Beedrill",NA,NA,"VII",NA,NA,178,NA,0,2,0,0,1,0,3
15,"Beedrill",NA,NA,"VII","Mega","Mega Beedrill",223,NA,0,2,0,0,1,0,3
16,"Pidgey",NA,NA,"VII",NA,NA,50,NA,0,0,0,0,0,1,1
17,"Pidgeotto",NA,NA,"VII",NA,NA,122,NA,0,0,0,0,0,2,2
18,"Pidgeot",NA,NA,"VII",NA,NA,216,NA,0,0,0,0,0,3,3
18,"Pidgeot",NA,NA,"VII","Mega","Mega Pidgeot",261,NA,0,0,0,0,0,3,3
19,"Rattata",NA,NA,"VII",NA,NA,51,NA,0,0,0,0,0,1,1
19,"Rattata",NA,NA,"VII",NA,NA,51,NA,0,0,0,0,0,1,1
20,"Raticate",NA,NA,"VII",NA,NA,145,NA,0,0,0,0,0,2,2
20,"Raticate",NA,NA,"VII",NA,NA,145,NA,0,0,0,0,0,2,2
21,"Spearow",NA,NA,"VII",NA,NA,52,NA,0,0,0,0,0,1,1
22,"Fearow",NA,NA,"VII",NA,NA,155,NA,0,0,0,0,0,2,2
23,"Ekans",NA,NA,"VII",NA,NA,58,NA,0,1,0,0,0,0,1
24,"Arbok",NA,NA,"VII",NA,NA,157,NA,0,2,0,0,0,0,2
25,"Pikachu",NA,NA,"VII",NA,NA,112,NA,0,0,0,0,0,2,2
26,"Raichu",NA,NA,"VII",NA,NA,218,NA,0,0,0,0,0,3,3
26,"Raichu",NA,NA,"VII",NA,NA,218,NA,0,0,0,0,0,3,3
27,"Sandshrew",NA,NA,"VII",NA,NA,60,NA,0,0,1,0,0,0,1
27,"Sandshrew",NA,NA,"VII",NA,NA,60,NA,0,0,1,0,0,0,1
28,"Sandslash",NA,NA,"VII",NA,NA,158,NA,0,0,2,0,0,0,2
28,"Sandslash",NA,NA,"VII",NA,NA,158,NA,0,0,2,0,0,0,2
29,"Nidoran♀",NA,NA,"VII",NA,NA,55,NA,1,0,0,0,0,0,1
30,"Nidorina",NA,NA,"VII",NA,NA,128,NA,2,0,0,0,0,0,2
31,"Nidoqueen",NA,NA,"VII",NA,NA,227,NA,3,0,0,0,0,0,3
32,"Nidoran♂",NA,NA,"VII",NA,NA,55,NA,0,1,0,0,0,0,1
33,"Nidorino",NA,NA,"VII",NA,NA,128,NA,0,2,0,0,0,0,2
34,"Nidoking",NA,NA,"VII",NA,NA,227,NA,0,3,0,0,0,0,3
35,"Clefairy",NA,NA,"VII",NA,NA,113,NA,2,0,0,0,0,0,2
36,"Clefable",NA,NA,"VII",NA,NA,217,NA,3,0,0,0,0,0,3
37,"Vulpix",NA,NA,"VII",NA,NA,60,NA,0,0,0,0,0,1,1
37,"Vulpix",NA,NA,"VII",NA,NA,60,NA,0,0,0,0,0,1,1
38,"Ninetales",NA,NA,"VII",NA,NA,177,NA,0,0,0,0,1,1,2
38,"Ninetales",NA,NA,"VII",NA,NA,177,NA,0,0,0,0,1,1,2
38,"Ninetales","Alola Form",NA,"VII",NA,NA,177,NA,0,0,0,0,0,2,2
38,"Ninetales","Alola Form",NA,"VII",NA,NA,177,NA,0,0,0,0,0,2,2
39,"Jigglypuff",NA,NA,"VII",NA,NA,95,NA,2,0,0,0,0,0,2
40,"Wigglytuff",NA,NA,"VII",NA,NA,196,NA,3,0,0,0,0,0,3
41,"Zubat",NA,NA,"VII",NA,NA,49,NA,0,0,0,0,0,1,1
42,"Golbat",NA,NA,"VII",NA,NA,159,NA,0,0,0,0,0,2,2
43,"Oddish",NA,NA,"VII",NA,NA,64,NA,0,0,0,1,0,0,1
44,"Gloom",NA,NA,"VII",NA,NA,138,NA,0,0,0,2,0,0,2
45,"Vileplume",NA,NA,"VII",NA,NA,221,NA,0,0,0,3,0,0,3
46,"Paras",NA,NA,"VII",NA,NA,57,NA,0,1,0,0,0,0,1
47,"Parasect",NA,NA,"VII",NA,NA,142,NA,0,2,1,0,0,0,3
48,"Venonat",NA,NA,"VII",NA,NA,61,NA,0,0,0,0,1,0,1
49,"Venomoth",NA,NA,"VII",NA,NA,158,NA,0,0,0,1,0,1,2
50,"Diglett",NA,NA,"VII",NA,NA,53,NA,0,0,0,0,0,1,1
50,"Diglett",NA,NA,"VII",NA,NA,53,NA,0,0,0,0,0,1,1
51,"Dugtrio",NA,NA,"VII",NA,NA,149,NA,0,0,0,0,0,2,2
51,"Dugtrio",NA,NA,"VII",NA,NA,149,NA,0,0,0,0,0,2,2
51,"Dugtrio","Alola Form",NA,"VII",NA,NA,149,NA,0,2,0,0,0,0,2
51,"Dugtrio","Alola Form",NA,"VII",NA,NA,149,NA,0,2,0,0,0,0,2
52,"Meowth",NA,NA,"VII",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,NA,"VII",NA,NA,58,NA,0,0,0,0,0,1,1
52,"Meowth",NA,NA,"VII",NA,NA,58,NA,0,0,0,0,0,1,1
53,"Persian",NA,NA,"VII",NA,NA,154,NA,0,0,0,0,0,2,2
53,"Persian",NA,NA,"VII",NA,NA,154,NA,0,0,0,0,0,2,2
54,"Psyduck",NA,NA,"VII",NA,NA,64,NA,0,0,0,1,0,0,1
55,"Golduck",NA,NA,"VII",NA,NA,175,NA,0,0,0,2,0,0,2
56,"Mankey",NA,NA,"VII",NA,NA,61,NA,0,1,0,0,0,0,1
57,"Primeape",NA,NA,"VII",NA,NA,159,NA,0,2,0,0,0,0,2
58,"Growlithe",NA,NA,"VII",NA,NA,70,NA,0,1,0,0,0,0,1
58,"Growlithe",NA,NA,"VII",NA,NA,70,NA,0,1,0,0,0,0,1
59,"Arcanine",NA,NA,"VII",NA,NA,194,NA,0,2,0,0,0,0,2
59,"Arcanine",NA,NA,"VII",NA,NA,194,NA,0,2,0,0,0,0,2
60,"Poliwag",NA,NA,"VII",NA,NA,60,NA,0,0,0,0,0,1,1
61,"Poliwhirl",NA,NA,"VII",NA,NA,135,NA,0,0,0,0,0,2,2
62,"Poliwrath",NA,NA,"VII",NA,NA,230,NA,0,0,3,0,0,0,3
63,"Abra",NA,NA,"VII",NA,NA,62,NA,0,0,0,1,0,0,1
64,"Kadabra",NA,NA,"VII",NA,NA,140,NA,0,0,0,2,0,0,2
65,"Alakazam",NA,NA,"VII",NA,NA,225,NA,0,0,0,3,0,0,3
65,"Alakazam",NA,NA,"VII","Mega","Mega Alakazam",270,NA,0,0,0,3,0,0,3
66,"Machop",NA,NA,"VII",NA,NA,61,NA,0,1,0,0,0,0,1
67,"Machoke",NA,NA,"VII",NA,NA,142,NA,0,2,0,0,0,0,2
68,"Machamp",NA,NA,"VII",NA,NA,227,NA,0,3,0,0,0,0,3
69,"Bellsprout",NA,NA,"VII",NA,NA,60,NA,0,1,0,0,0,0,1
70,"Weepinbell",NA,NA,"VII",NA,NA,137,NA,0,2,0,0,0,0,2
71,"Victreebel",NA,NA,"VII",NA,NA,221,NA,0,3,0,0,0,0,3
72,"Tentacool",NA,NA,"VII",NA,NA,67,NA,0,0,0,0,1,0,1
73,"Tentacruel",NA,NA,"VII",NA,NA,180,NA,0,0,0,0,2,0,2
74,"Geodude",NA,NA,"VII",NA,NA,60,NA,0,0,1,0,0,0,1
74,"Geodude",NA,NA,"VII",NA,NA,60,NA,0,0,1,0,0,0,1
75,"Graveler",NA,NA,"VII",NA,NA,137,NA,0,0,2,0,0,0,2
75,"Graveler",NA,NA,"VII",NA,NA,137,NA,0,0,2,0,0,0,2
76,"Golem",NA,NA,"VII",NA,NA,223,NA,0,0,3,0,0,0,3
76,"Golem",NA,NA,"VII",NA,NA,223,NA,0,0,3,0,0,0,3
77,"Ponyta",NA,NA,"VII",NA,NA,82,NA,0,0,0,0,0,1,1
77,"Ponyta",NA,NA,"VII",NA,NA,82,NA,0,0,0,0,0,1,1
78,"Rapidash",NA,NA,"VII",NA,NA,175,NA,0,0,0,0,0,2,2
78,"Rapidash",NA,NA,"VII",NA,NA,175,NA,0,0,0,0,0,2,2
79,"Slowpoke",NA,NA,"VII",NA,NA,63,NA,1,0,0,0,0,0,1
79,"Slowpoke",NA,NA,"VII",NA,NA,63,NA,1,0,0,0,0,0,1
80,"Slowbro",NA,NA,"VII",NA,NA,172,NA,0,0,2,0,0,0,2
80,"Slowbro",NA,NA,"VII",NA,NA,172,NA,0,0,2,0,0,0,2
80,"Slowbro",NA,NA,"VII","Mega","Mega Slowbro",207,NA,0,0,2,0,0,0,2
80,"Slowbro",NA,NA,"VII","Mega","Mega Slowbro",207,NA,0,0,2,0,0,0,2
81,"Magnemite",NA,NA,"VII",NA,NA,65,NA,0,0,0,1,0,0,1
82,"Magneton",NA,NA,"VII",NA,NA,163,NA,0,0,0,2,0,0,2
83,"Farfetch'd",NA,NA,"VII",NA,NA,132,NA,0,1,0,0,0,0,1
83,"Farfetch'd",NA,NA,"VII",NA,NA,132,NA,0,1,0,0,0,0,1
84,"Doduo",NA,NA,"VII",NA,NA,62,NA,0,1,0,0,0,0,1
85,"Dodrio",NA,NA,"VII",NA,NA,165,NA,0,2,0,0,0,0,2
86,"Seel",NA,NA,"VII",NA,NA,65,NA,0,0,0,0,1,0,1
87,"Dewgong",NA,NA,"VII",NA,NA,166,NA,0,0,0,0,2,0,2
88,"Grimer",NA,NA,"VII",NA,NA,65,NA,1,0,0,0,0,0,1
88,"Grimer",NA,NA,"VII",NA,NA,65,NA,1,0,0,0,0,0,1
89,"Muk",NA,NA,"VII",NA,NA,175,NA,1,1,0,0,0,0,2
89,"Muk",NA,NA,"VII",NA,NA,175,NA,1,1,0,0,0,0,2
90,"Shellder",NA,NA,"VII",NA,NA,61,NA,0,0,1,0,0,0,1
91,"Cloyster",NA,NA,"VII",NA,NA,184,NA,0,0,2,0,0,0,2
92,"Gastly",NA,NA,"VII",NA,NA,62,NA,0,0,0,1,0,0,1
93,"Haunter",NA,NA,"VII",NA,NA,142,NA,0,0,0,2,0,0,2
94,"Gengar",NA,NA,"VII",NA,NA,225,NA,0,0,0,3,0,0,3
94,"Gengar",NA,NA,"VII","Mega","Mega Gengar",270,NA,0,0,0,3,0,0,3
95,"Onix",NA,NA,"VII",NA,NA,77,NA,0,0,1,0,0,0,1
96,"Drowzee",NA,NA,"VII",NA,NA,66,NA,0,0,0,0,1,0,1
97,"Hypno",NA,NA,"VII",NA,NA,169,NA,0,0,0,0,2,0,2
98,"Krabby",NA,NA,"VII",NA,NA,65,NA,0,1,0,0,0,0,1
99,"Kingler",NA,NA,"VII",NA,NA,166,NA,0,2,0,0,0,0,2
100,"Voltorb",NA,NA,"VII",NA,NA,66,NA,0,0,0,0,0,1,1
100,"Voltorb",NA,NA,"VII",NA,NA,66,NA,0,0,0,0,0,1,1
101,"Electrode",NA,NA,"VII",NA,NA,172,NA,0,0,0,0,0,2,2
101,"Electrode",NA,NA,"VII",NA,NA,172,NA,0,0,0,0,0,2,2
102,"Exeggcute",NA,NA,"VII",NA,NA,65,NA,0,0,1,0,0,0,1
103,"Exeggutor",NA,NA,"VII",NA,NA,186,NA,0,0,0,2,0,0,2
103,"Exeggutor",NA,NA,"VII",NA,NA,186,NA,0,0,0,2,0,0,2
104,"Cubone",NA,NA,"VII",NA,NA,64,NA,0,0,1,0,0,0,1
105,"Marowak",NA,NA,"VII",NA,NA,149,NA,0,0,2,0,0,0,2
105,"Marowak",NA,NA,"VII",NA,NA,149,NA,0,0,2,0,0,0,2
106,"Hitmonlee",NA,NA,"VII",NA,NA,159,NA,0,2,0,0,0,0,2
107,"Hitmonchan",NA,NA,"VII",NA,NA,159,NA,0,0,0,0,2,0,2
108,"Lickitung",NA,NA,"VII",NA,NA,77,NA,2,0,0,0,0,0,2
109,"Koffing",NA,NA,"VII",NA,NA,68,NA,0,0,1,0,0,0,1
110,"Weezing",NA,NA,"VII",NA,NA,172,NA,0,0,2,0,0,0,2
110,"Weezing",NA,NA,"VII",NA,NA,172,NA,0,0,2,0,0,0,2
111,"Rhyhorn",NA,NA,"VII",NA,NA,69,NA,0,0,1,0,0,0,1
112,"Rhydon",NA,NA,"VII",NA,NA,170,NA,0,2,0,0,0,0,2
113,"Chansey",NA,NA,"VII",NA,NA,395,NA,2,0,0,0,0,0,2
114,"Tangela",NA,NA,"VII",NA,NA,87,NA,0,0,1,0,0,0,1
115,"Kangaskhan",NA,NA,"VII",NA,NA,172,NA,2,0,0,0,0,0,2
115,"Kangaskhan",NA,NA,"VII","Mega","Mega Kangaskhan",207,NA,2,0,0,0,0,0,2
116,"Horsea",NA,NA,"VII",NA,NA,59,NA,0,0,0,1,0,0,1
117,"Seadra",NA,NA,"VII",NA,NA,154,NA,0,0,1,1,0,0,2
118,"Goldeen",NA,NA,"VII",NA,NA,64,NA,0,1,0,0,0,0,1
119,"Seaking",NA,NA,"VII",NA,NA,158,NA,0,2,0,0,0,0,2
120,"Staryu",NA,NA,"VII",NA,NA,68,NA,0,0,0,0,0,1,1
121,"Starmie",NA,NA,"VII",NA,NA,182,NA,0,0,0,0,0,2,2
122,"Mr. Mime",NA,NA,"VII",NA,NA,161,NA,0,0,0,0,2,0,2
122,"Mr. Mime",NA,NA,"VII",NA,NA,161,NA,0,0,0,0,2,0,2
123,"Scyther",NA,NA,"VII",NA,NA,100,NA,0,1,0,0,0,0,1
124,"Jynx",NA,NA,"VII",NA,NA,159,NA,0,0,0,2,0,0,2
125,"Electabuzz",NA,NA,"VII",NA,NA,172,NA,0,0,0,0,0,2,2
126,"Magmar",NA,NA,"VII",NA,NA,173,NA,0,0,0,2,0,0,2
127,"Pinsir",NA,NA,"VII",NA,NA,175,NA,0,2,0,0,0,0,2
127,"Pinsir",NA,NA,"VII","Mega","Mega Pinsir",210,NA,0,2,0,0,0,0,2
128,"Tauros",NA,NA,"VII",NA,NA,172,NA,0,1,0,0,0,1,2
128,"Tauros",NA,NA,"VII",NA,NA,172,NA,0,1,0,0,0,1,2
128,"Tauros",NA,NA,"VII",NA,NA,172,NA,0,1,0,0,0,1,2
